age,characteristics,personality_trait,adjectives,interest
6,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",,"['Loving', 'Harmonious']","['Sandbox play', 'Cooking with parents']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",Delinquency,"['Asocial', 'Uncontrolled']","['Internships', 'Leadership roles']"
11,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",,"['Visionary', 'Imaginative']","['Strategy games', 'Sports']"
5,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",,"['Diplomatic', 'Strategic']","['Building with blocks', 'Playing with clay']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",,"['Engaging', 'Disciplined']","['Art projects', 'Chess']"
8,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",,"['Courageous', 'Energetic']","['Sports', 'Learning a new language']"
5,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",,"['Respected', 'Friendly']","['Building with blocks', 'Coloring']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",Defensiveness,"['Closed-minded', 'Argumentative']","['Exploring different cultures', 'Debate']"
6,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",,"['Philosophical', 'Imaginative']","['Sandbox play', 'Playing pretend']"
9,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",Inconsistency,"['Fickle', 'Unpredictable']","['Magic tricks', 'Video games']"
6,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",Defensiveness,"['Argumentative', 'Closed-minded']","['Interactive storybooks', 'Playing with clay']"
11,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",,"['Strategic', 'Diplomatic']","['Chess', 'Drama or theater']"
6,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",,"['Disciplined', 'Engaging']","['Simple science experiments', 'Riding tricycles']"
11,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",,"['Philosophical', 'Imaginative']","['Magic tricks', 'Debate clubs']"
7,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",,"['Responsible', 'Engaging']","['Hiking', 'Chess']"
6,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",,"['Focused', 'Courageous']","['Musical toys', 'Water play']"
5,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",Delinquency,"['Asocial', 'Uncontrolled']","['Coloring', 'Counting games']"
8,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",Reality Distortion,"['Paranoid', 'Delusional']","['Playing musical instruments', 'Gardening']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",,"['Disciplined', 'Responsible']","['Student government', 'Philosophy']"
10,"['Children learn logical, concrete (physical) rules about objects, such as height, weight, and volume.', ""They also learn that an object's properties stay the same, even if the appearance changes (e.g., modeling clay).""]",,"['Self-assured', 'Confident']","['Bicycling', 'Science kits']"
6,"['Children develop language and abstract thought. This means they can think about concepts and ideas that are not physical.', ""They also begin symbolic play ('playing pretend'), drawing pictures, and talking about things that happened in the past.""]",,"['Self-assured', 'Confident']","['Listening to stories', 'Building with blocks']"
12,"['Adolescents learn logical rules to understand abstract concepts and solve problems.', 'For example, they may understand the concept of justice.']",Social Skills Deficit,"['Unpopular', 'Awkward']","['Historical reenactments', 'Art projects']"
