term,usage_examples,category,text,g1,g2
ass,"The moderation review flagged ""ass"" as vulgar language in context.",vulgarity,She muttered ass under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
ass,"The moderation review flagged ""ass"" as vulgar language in context.",vulgarity,The post ended with ass because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
arse,"The moderation review flagged ""arse"" as vulgar language in context.",vulgarity,He got angry and shouted arse when he dropped his phone.,GENERIC,['GENERIC_INTENT']
arse,"The moderation review flagged ""arse"" as vulgar language in context.",vulgarity,The message just said arse after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
arse,"The moderation review flagged ""arse"" as vulgar language in context.",vulgarity,Someone typed arse in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
arse,"The moderation review flagged ""arse"" as vulgar language in context.",vulgarity,She muttered arse under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
arse,"The moderation review flagged ""arse"" as vulgar language in context.",vulgarity,The post ended with arse because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
bullshit,"The moderation review flagged ""bullshit"" as vulgar language in context.",vulgarity,He got angry and shouted bullshit when he dropped his phone.,GENERIC,['GENERIC_INTENT']
bullshit,"The moderation review flagged ""bullshit"" as vulgar language in context.",vulgarity,The message just said bullshit after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
bullshit,"The moderation review flagged ""bullshit"" as vulgar language in context.",vulgarity,Someone typed bullshit in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
bullshit,"The moderation review flagged ""bullshit"" as vulgar language in context.",vulgarity,She muttered bullshit under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
bullshit,"The moderation review flagged ""bullshit"" as vulgar language in context.",vulgarity,The post ended with bullshit because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
crap,"The moderation review flagged ""crap"" as vulgar language in context.",vulgarity,He got angry and shouted crap when he dropped his phone.,GENERIC,['GENERIC_INTENT']
crap,"The moderation review flagged ""crap"" as vulgar language in context.",vulgarity,The message just said crap after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
crap,"The moderation review flagged ""crap"" as vulgar language in context.",vulgarity,Someone typed crap in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
crap,"The moderation review flagged ""crap"" as vulgar language in context.",vulgarity,She muttered crap under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
crap,"The moderation review flagged ""crap"" as vulgar language in context.",vulgarity,The post ended with crap because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
damn,"The moderation review flagged ""damn"" as vulgar language in context.",vulgarity,He got angry and shouted damn when he dropped his phone.,GENERIC,['GENERIC_INTENT']
damn,"The moderation review flagged ""damn"" as vulgar language in context.",vulgarity,The message just said damn after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
damn,"The moderation review flagged ""damn"" as vulgar language in context.",vulgarity,Someone typed damn in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
damn,"The moderation review flagged ""damn"" as vulgar language in context.",vulgarity,She muttered damn under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
damn,"The moderation review flagged ""damn"" as vulgar language in context.",vulgarity,The post ended with damn because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
hell,"The moderation review flagged ""hell"" as vulgar language in context.",vulgarity,He got angry and shouted hell when he dropped his phone.,GENERIC,['GENERIC_INTENT']
hell,"The moderation review flagged ""hell"" as vulgar language in context.",vulgarity,The message just said hell after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
hell,"The moderation review flagged ""hell"" as vulgar language in context.",vulgarity,Someone typed hell in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
hell,"The moderation review flagged ""hell"" as vulgar language in context.",vulgarity,She muttered hell under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
hell,"The moderation review flagged ""hell"" as vulgar language in context.",vulgarity,The post ended with hell because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
pissed,"The moderation review flagged ""pissed"" as vulgar language in context.",vulgarity,He got angry and shouted pissed when he dropped his phone.,GENERIC,['GENERIC_INTENT']
pissed,"The moderation review flagged ""pissed"" as vulgar language in context.",vulgarity,The message just said pissed after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
pissed,"The moderation review flagged ""pissed"" as vulgar language in context.",vulgarity,Someone typed pissed in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
pissed,"The moderation review flagged ""pissed"" as vulgar language in context.",vulgarity,She muttered pissed under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
pissed,"The moderation review flagged ""pissed"" as vulgar language in context.",vulgarity,The post ended with pissed because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
shit,"The moderation review flagged ""shit"" as vulgar language in context.",vulgarity,He got angry and shouted shit when he dropped his phone.,GENERIC,['GENERIC_INTENT']
shit,"The moderation review flagged ""shit"" as vulgar language in context.",vulgarity,The message just said shit after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
shit,"The moderation review flagged ""shit"" as vulgar language in context.",vulgarity,Someone typed shit in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
shit,"The moderation review flagged ""shit"" as vulgar language in context.",vulgarity,She muttered shit under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
shit,"The moderation review flagged ""shit"" as vulgar language in context.",vulgarity,The post ended with shit because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
shitty,"The moderation review flagged ""shitty"" as vulgar language in context.",vulgarity,He got angry and shouted shitty when he dropped his phone.,GENERIC,['GENERIC_INTENT']
shitty,"The moderation review flagged ""shitty"" as vulgar language in context.",vulgarity,The message just said shitty after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
shitty,"The moderation review flagged ""shitty"" as vulgar language in context.",vulgarity,Someone typed shitty in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
shitty,"The moderation review flagged ""shitty"" as vulgar language in context.",vulgarity,She muttered shitty under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
shitty,"The moderation review flagged ""shitty"" as vulgar language in context.",vulgarity,The post ended with shitty because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
wtf,"The moderation review flagged ""wtf"" as vulgar language in context.",vulgarity,He got angry and shouted wtf when he dropped his phone.,GENERIC,['GENERIC_INTENT']
wtf,"The moderation review flagged ""wtf"" as vulgar language in context.",vulgarity,The message just said wtf after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
wtf,"The moderation review flagged ""wtf"" as vulgar language in context.",vulgarity,Someone typed wtf in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
wtf,"The moderation review flagged ""wtf"" as vulgar language in context.",vulgarity,She muttered wtf under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
wtf,"The moderation review flagged ""wtf"" as vulgar language in context.",vulgarity,The post ended with wtf because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
ffs,"The moderation review flagged ""ffs"" as vulgar language in context.",vulgarity,He got angry and shouted ffs when he dropped his phone.,GENERIC,['GENERIC_INTENT']
ffs,"The moderation review flagged ""ffs"" as vulgar language in context.",vulgarity,The message just said ffs after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
ffs,"The moderation review flagged ""ffs"" as vulgar language in context.",vulgarity,Someone typed ffs in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
ffs,"The moderation review flagged ""ffs"" as vulgar language in context.",vulgarity,She muttered ffs under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
ffs,"The moderation review flagged ""ffs"" as vulgar language in context.",vulgarity,The post ended with ffs because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
af,"The moderation review flagged ""af"" as vulgar language in context.",vulgarity,He got angry and shouted af when he dropped his phone.,GENERIC,['GENERIC_INTENT']
af,"The moderation review flagged ""af"" as vulgar language in context.",vulgarity,The message just said af after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
af,"The moderation review flagged ""af"" as vulgar language in context.",vulgarity,Someone typed af in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
af,"The moderation review flagged ""af"" as vulgar language in context.",vulgarity,She muttered af under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
af,"The moderation review flagged ""af"" as vulgar language in context.",vulgarity,The post ended with af because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
