row_id,focus_term,slang_terms_used,input_text,usage_type,child_safe_meaning,suggested_g2,suggested_flags,safety_note,source_url_or_note
105,sigma,sigma gyatt,"Turn ""sigma gyatt"" into a sentence my teacher can understand.",translation_normalization,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
106,sigma,sigma brainrot,"Turn ""sigma brainrot"" into a sentence my younger sister can understand.",translation_normalization,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
107,sigma,sigma mewing,"I feel out of place because I do not understand ""sigma mewing"". What does it mean? Why do kids say this?",emotional_confusion,independent/cool/excellent vibe; sometimes used jokingly,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
108,sigma,sigma,What does sigma mean when my online friend says it at tuition? Is it a compliment or insult?,meaning_clarification,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
109,sigma,sigma,Write a short school-safe line where sigma means confident but not arrogant. Is it just brainrot slang?,creative_safe,independent/cool/excellent vibe; sometimes used jokingly,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
110,sigma,sigma,"Is sigma always safe to say, or can it be mean depending on context? Can it hurt someone's feelings?",context_check,independent/cool/excellent vibe; sometimes used jokingly,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
111,sigma,sigma mewing,"Turn ""sigma mewing"" into a sentence my class monitor can understand. Explain without making it weird.",translation_normalization,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
112,sigma,sigma,Is it okay to say sigma in the school corridor or will it sound rude? Please explain simply.,school_boundary,independent/cool/excellent vibe; sometimes used jokingly,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
113,sigma,sigma,Write a short school-safe line where sigma means confident but not arrogant. Can you give a safer word?,creative_safe,independent/cool/excellent vibe; sometimes used jokingly,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
114,sigma,sigma,"Translate ""that is sigma"" into normal English for my parent. Explain without making it weird.",translation_normalization,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
115,sigma,sigma,Is it okay to say sigma during assembly practice or will it sound rude? Is it a compliment or insult?,school_boundary,independent/cool/excellent vibe; sometimes used jokingly,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
116,sigma,sigma,Write a short school-safe line where sigma means confident but not arrogant. Explain without making it weird.,creative_safe,independent/cool/excellent vibe; sometimes used jokingly,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
117,sigma,sigma,Everyone keeps saying I am not sigma and I feel left out. What does it mean? Should I ignore it?,emotional_confusion,independent/cool/excellent vibe; sometimes used jokingly,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
118,sigma,sigma,Should I say thanks if my bestie says I have sigma energy?,social_advice,independent/cool/excellent vibe; sometimes used jokingly,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
119,sigma,what the sigma,"Is ""what the sigma"" okay to say around my class monitor? I am not sure if it is rude.",school_boundary,independent/cool/excellent vibe; sometimes used jokingly,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
120,sigma,sigma brainrot,"Should I use ""sigma brainrot"" in group chat or is it too cringe? Is it okay for school?",social_advice,independent/cool/excellent vibe; sometimes used jokingly,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
121,sigma,sigma,Everyone keeps saying I am not sigma and I feel left out. What does it mean? Use easy words.,emotional_confusion,independent/cool/excellent vibe; sometimes used jokingly,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
122,sigma,sigma,Write a short school-safe line where sigma means confident but not arrogant. Does it mean something bad?,creative_safe,independent/cool/excellent vibe; sometimes used jokingly,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
123,sigma,sigma skibidi,"Why did my neighbor kid type ""sigma skibidi"" during PE? I do not want to get in trouble.",meaning_clarification,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
124,sigma,sigma,Should I say thanks if my neighbor kid says I have sigma energy? Is it just brainrot slang?,social_advice,independent/cool/excellent vibe; sometimes used jokingly,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
125,sigma,sigma,What does sigma mean when my gaming friend says it at tuition? How do I answer politely?,meaning_clarification,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
126,sigma,sigma,Make a clean meme caption using sigma about my profile picture. I do not want to get in trouble.,creative_safe,independent/cool/excellent vibe; sometimes used jokingly,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
127,sigma,sigma mewing,"Make a clean caption with ""sigma mewing"" about my notebook cover. Is there a nicer way to say it?",creative_safe,independent/cool/excellent vibe; sometimes used jokingly,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
128,sigma,sigma,What does sigma mean when someone in my group says it on the playground? Can it hurt someone's feelings?,meaning_clarification,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
129,sigma,sigma,"Is sigma always safe to say, or can it be mean depending on context? I do not want to get in trouble.",context_check,independent/cool/excellent vibe; sometimes used jokingly,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
130,sigma,sigma brainrot,"Turn ""sigma brainrot"" into a sentence an adult can understand. Why do kids say this?",translation_normalization,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
131,sigma,sigma skibidi,"Is ""sigma skibidi"" okay to say around my older brother? Can it hurt someone's feelings?",school_boundary,independent/cool/excellent vibe; sometimes used jokingly,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
132,sigma,sigma brainrot,"Is ""sigma brainrot"" okay to say around my cousin? I want to understand the joke.",school_boundary,independent/cool/excellent vibe; sometimes used jokingly,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
133,sigma,sigma,What does sigma mean when my lab partner says it in my team chat? Explain without making it weird.,meaning_clarification,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
134,sigma,sigma,"Translate ""that is sigma"" into normal English for my friend. I do not want to sound mean.",translation_normalization,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
135,sigma,sigma,Make a clean meme caption using sigma about my maths answer. I am not sure if it is rude.,creative_safe,independent/cool/excellent vibe; sometimes used jokingly,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
136,sigma,sigma gyatt,"Could ""sigma gyatt"" mean something different depending on the meme? Make it kid-safe.",context_check,independent/cool/excellent vibe; sometimes used jokingly,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
137,sigma,sigma,Is it okay to say sigma at lunch or will it sound rude? Use easy words.,school_boundary,independent/cool/excellent vibe; sometimes used jokingly,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
138,sigma,sigma,"Translate ""that is sigma"" into normal English for my younger sister. Use easy words.",translation_normalization,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
139,sigma,sigma,My older cousin called my basketball move sigma. Is that a compliment? Should I ignore it?,meaning_clarification,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
140,sigma,sigma,Write a short school-safe line where sigma means confident but not arrogant. Is it okay for school?,creative_safe,independent/cool/excellent vibe; sometimes used jokingly,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
141,sigma,sigma,My squad called my science project sigma. Is that a compliment? I heard it today.,meaning_clarification,independent/cool/excellent vibe; sometimes used jokingly,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
142,sigma,sigma,Should I say thanks if a girl from class says I have sigma energy? I am not sure if it is rude.,social_advice,independent/cool/excellent vibe; sometimes used jokingly,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
143,sigma,sigma,Make a clean meme caption using sigma about my clay model. Is it just brainrot slang?,creative_safe,independent/cool/excellent vibe; sometimes used jokingly,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
144,sigma,what the sigma,"I feel out of place because I do not understand ""what the sigma"". What does it mean? How do I answer politely?",emotional_confusion,independent/cool/excellent vibe; sometimes used jokingly,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://www.merriam-webster.com/slang/sigma
