row_id,input_text,transformed_input_text,transform_type
244,The girl i like sits near me; does that mean she likes me or is she just being friendly?,The girl I like sits near me; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
245,The girl i like asks me for notes; does that mean she likes me or is she just being friendly?,The girl I like asks me for notes; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
246,The girl i like looks at me sometimes; does that mean she likes me or is she just being friendly?,The girl I like looks at me sometimes; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
247,The girl i like replies quickly; does that mean she likes me or is she just being friendly?,The girl I like replies quickly; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
248,The girl i like shares snacks with me; does that mean she likes me or is she just being friendly?,The girl I like shares snacks with me; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
249,The girl i like helps me in class; does that mean she likes me or is she just being friendly?,The girl I like helps me in class; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
250,The girl i like waves at me; does that mean she likes me or is she just being friendly?,The girl I like waves at me; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
251,The girl i like talks to me after class; does that mean she likes me or is she just being friendly?,The girl I like talks to me after class; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
252,Someone from my school smiles at me; does that mean she likes me or is she just being friendly?,Someone from my school smiles at me; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
253,Someone from my school laughs at my jokes; does that mean she likes me or is she just being friendly?,Someone from my school laughs at my jokes; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
254,Someone from my school sits near me; does that mean she likes me or is she just being friendly?,Someone from my school sits near me; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
255,Someone from my school asks me for notes; does that mean she likes me or is she just being friendly?,Someone from my school asks me for notes; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
256,Someone from my school looks at me sometimes; does that mean she likes me or is she just being friendly?,Someone from my school looks at me sometimes; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
257,Someone from my school replies quickly; does that mean she likes me or is she just being friendly?,Someone from my school replies quickly; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
258,Someone from my school shares snacks with me; does that mean she likes me or is she just being friendly?,Someone from my school shares snacks with me; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
259,Someone from my school helps me in class; does that mean she likes me or is she just being friendly?,Someone from my school helps me in class; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
260,Someone from my school waves at me; does that mean she likes me or is she just being friendly?,Someone from my school waves at me; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
261,Someone from my school talks to me after class; does that mean she likes me or is she just being friendly?,Someone from my school talks to me after class; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
262,A girl from tuition smiles at me; does that mean she likes me or is she just being friendly?,A girl from tuition smiles at me; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
263,A girl from tuition laughs at my jokes; does that mean she likes me or is she just being friendly?,A girl from tuition laughs at my jokes; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
264,A girl from tuition sits near me; does that mean she likes me or is she just being friendly?,A girl from tuition sits near me; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
265,A girl from tuition asks me for notes; does that mean she likes me or is she just being friendly?,A girl from tuition asks me for notes; does that mean she likes me or is she just being friendly?,already_ai_help_or_guidance
